Git Issue Id;Title;Labels;State;AssigneeName;IssueCreatedAt;IssueClosedDate;Severity
5489;AutoCreated: Issue ;" [Auto_Created;Clair;security]"; opened;Jack;22/05/2020;NA;Minor
5490;AutoCreated: Issue ;" [Auto_Created;Clair;security]"; closed;Jack;22/05/2020;2020-06-05;Not Assigned
5508;AutoCreated: Issue ;" [APIFuzztest;Auto_Created;security]"; closed;Trump;26/05/2020;2020-06-11;Major
5525;Nessus: Issue;" [Auto_Created;Clair;security]"; closed;NA;28/05/2020;2020-05-28;Major
5527;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;John;28/05/2020;NA;Major
5528;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;John;28/05/2020;NA;Major
5532;Nessus: Issue;" [Auto_Created;Clair;security]"; closed;Jack;28/05/2020;2020-05-29;Major
5539;Nessus: Issue;" [Auto_Created;Clair;security]"; closed;Jack;29/05/2020;2020-06-01;Not Assigned
5562;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;NA;02/06/2020;NA;Major
5568;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;Bob;02/06/2020;NA;Major
5585;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;Jack;03/06/2020;NA;Blocker
5586;Nessus: Issue;" [Auto_Created;Clair;security]"; opened;Jack;03/06/2020;NA;Major
5603;Kubernetes vulnerability ;" [security;vams]"; closed;Zenith;05/06/2020;2020-06-10;Not Assigned
5618;Alpine: Issue;" [security;vams]"; closed;Jack;08/06/2020;2020-06-12;Major
5639;NMAP: issue;" [Auto_Created;Clair;security]"; closed;Jack;10/06/2020;2020-06-10;Minor
5648;Anchore: Issue;" [Anchore;Auto_Created;security]"; closed;Jack;10/06/2020;2020-06-11;Major
5660;Anchore: Issue;" [Anchore;Auto_Created;security]"; opened;Anderson;12/06/2020;NA;Minor
5668;Anchore: Issue;" [Anchore;Auto_Created;security]"; opened;Alice;16/06/2020;NA;Major
5673;Tenable.sc:Issue;" [Auto_Created;Clair;security]"; closed;Jack;16/06/2020;2020-06-18;Major
5689;AutoCreated: Issue ;" [Auto_Created;Clair;security]"; opened;Adam;18/06/2020;NA;Major
5706;AutoCreated: Issue ;" [APIFuzztest;Auto_Created;security]"; opened;Adam;19/06/2020;NA;Major
5717;AutoCreated: Issue ;" [APIFuzztest;Auto_Created;security]"; opened;Jack;22/06/2020;NA;Major
